seed,turn,greedy_step,phase,pool_active,best_die,fatigue_before,energy_budget,energy_used_before,energy_remaining_before,candidate,category,energy_cost,rpe,rpe_max,ctl_gain,quality_gain,legal,illegal_reason,excluded_only_by_rpe,delta_energy_term,delta_quality_term,delta_rpe_term,delta_fatigue_term,marginal_utility,decomposition_residual,utility_before,utility_after,projected_spend,projected_offset,projected_q,projected_q_delta,projected_s,projected_s_delta,projected_recovery,projected_recovery_delta,projected_fatigue_raw,projected_fatigue_final,projected_overtraining,distance_to_ot,bust_probability,rank,selected,decision,stop_reason,available_count,pool_permanent,cumulative_ctl_before,quality_total_before,completions_before,dominant_negative_term,fatigue_weight_break_even,last_selected_margin,margin_drop_from_last_selection
0,1,3,weighted_greedy,6-6-6-6,6,0,11,4,7,EF1,EF,1,1,4,1,0,True,,False,0.2727272727272727,0.0,-0.02083333333333333,-0.75,-0.49810606060606055,5.551115123125783e-17,3.215909090909091,2.7178030303030303,5,-9,0,0,0,0,-4,0,-4,-4,False,10,0.0,1,False,best_rejected_stop,marginal_utility_negative,2,6-6-6-6,0,0,{},delta_fatigue_term,0.08396464646464646,0.5454545454545454,1.043560606060606
0,2,6,weighted_greedy,6-6-6-6,6,-4,13,12,1,EF1,EF,1,1,5,1,0,True,,False,0.23076923076923084,0.0,-0.011666666666666672,-0.25,-0.030897435897435876,-4.163336342344337e-17,5.889230769230769,5.858333333333333,13,-1,0,0,0,0,0,0,-4,-4,False,10,0.0,1,False,best_rejected_stop,marginal_utility_negative,6,6-6-6-6,4,0,"{""EF2"": 2}",delta_fatigue_term,0.21910256410256418,0.21326923076923077,0.24416666666666664
0,7,3,weighted_greedy,8-6-6-6-6,8,-6,15,10,5,EF5,EF,5,5,6,5,0,True,,False,1.0,0.0,0.0,-1.0,-8.881784197001252e-16,-8.881784197001252e-16,4.958333333333333,4.958333333333333,15,-4,0,0,0,0,-1,3,-7,-7,False,15,0.0,1,False,best_rejected_stop,marginal_utility_negative,12,8-6-6-6-6,61,6,"{""EF1"": 1, ""EF2"": 7, ""EF3"": 3, ""EF4"": 2, ""EF5"": 1, ""SL5"": 1, ""Seuil3"": 2, ""Seuil4"": 2, ""Seuil5"": 1}",delta_fatigue_term,0.25,,
0,9,3,weighted_greedy,8-8-6-6-6,8,-8,17,11,6,EF5,EF,5,5,8,5,0,True,,False,0.8823529411764701,0.0,-0.005208333333333343,-1.0,-0.12285539215686292,3.0531133177191805e-16,4.8630514705882355,4.740196078431373,16,-4,0,0,0,0,-1,3,-9,-8,False,16,0.0,1,False,best_rejected_stop,marginal_utility_negative,13,8-8-6-6-6,88,8,"{""EF1"": 1, ""EF2"": 8, ""EF3"": 3, ""EF4"": 3, ""EF5"": 3, ""SL5"": 2, ""SL6"": 1, ""Seuil3"": 2, ""Seuil4"": 2, ""Seuil5"": 1}",delta_fatigue_term,0.2192861519607842,,
0,10,3,weighted_greedy,8-8-6-6-6,8,-8,13,11,2,EF1,EF,1,1,6,1,0,True,,False,0.23076923076923084,0.0,-0.0625,-0.5,-0.33173076923076916,0.0,5.517628205128205,5.185897435897436,12,-8,0,0,0,0,-4,0,-12,-8,False,16,0.0,1,False,best_rejected_stop,marginal_utility_negative,14,8-8-6-6-6,99,9,"{""EF1"": 1, ""EF2"": 8, ""EF3"": 3, ""EF4"": 3, ""EF5"": 4, ""SL5"": 2, ""SL6"": 2, ""Seuil3"": 2, ""Seuil4"": 2, ""Seuil5"": 1}",delta_fatigue_term,0.08413461538461542,,
0,11,5,weighted_greedy,8-8-6-6-6-6,8,-8,25,17,8,EF4,EF,4,4,8,4,0,True,,False,0.48,0.0,-0.0015624999999999944,-0.5,-0.021562500000000817,-8.049116928532385e-16,5.6728125,5.65125,21,-2,0,0,0,0,0,3,-8,-8,False,16,0.0,1,False,best_rejected_stop,marginal_utility_negative,14,8-8-6-6-6-6,110,10,"{""EF1"": 1, ""EF2"": 8, ""EF3"": 3, ""EF4"": 3, ""EF5"": 5, ""SL5"": 2, ""SL6"": 3, ""Seuil3"": 2, ""Seuil4"": 2, ""Seuil5"": 1}",delta_fatigue_term,0.23921874999999998,0.47739583333333346,0.4989583333333343
0,14,6,weighted_greedy,8-8-8-6-6-6,8,-8,23,22,1,EF1,EF,1,1,6,1,0,True,,False,0.13043478260869534,0.0,-0.02361111111111111,-0.25,-0.1431763285024159,-1.3877787807814457e-16,6.052898550724638,5.909722222222222,23,-1,0,0,0,0,0,0,-8,-8,False,16,0.0,1,False,best_rejected_stop,marginal_utility_negative,15,8-8-8-6-6-6,163,15,"{""EF1"": 2, ""EF2"": 10, ""EF3"": 3, ""EF4"": 6, ""EF5"": 7, ""SL5"": 2, ""SL6"": 3, ""SL7"": 2, ""Seuil3"": 2, ""Seuil4"": 5, ""Seuil5"": 1}",delta_fatigue_term,0.10682367149758423,0.01757246376811672,0.16074879227053263
0,15,5,weighted_greedy,8-8-8-8-6-6,8,-8,24,19,5,EF4,EF,4,4,8,4,0,True,,False,0.5,0.0,-0.004687500000000011,-0.5,-0.004687500000000178,-1.6653345369377348e-16,6.0234375,6.01875,23,-2,0,0,0,0,0,3,-8,-8,False,16,0.0,1,False,best_rejected_stop,marginal_utility_negative,15,8-8-8-8-6-6,185,17,"{""EF1"": 2, ""EF2"": 10, ""EF3"": 4, ""EF4"": 7, ""EF5"": 8, ""SL5"": 2, ""SL6"": 4, ""SL7"": 2, ""Seuil3"": 2, ""Seuil4"": 6, ""Seuil5"": 1}",delta_fatigue_term,0.24765625,0.4921875,0.4968750000000002
0,16,5,weighted_greedy,8-8-8-8-6-6,8,-8,24,19,5,EF4,EF,4,4,7,4,0,True,,False,0.5,0.0,-0.005357142857142866,-0.5,-0.005357142857142172,6.938893903907228e-16,6.044642857142857,6.039285714285715,23,-2,0,0,0,0,0,3,-8,-8,False,16,0.0,1,False,best_rejected_stop,marginal_utility_negative,15,8-8-8-8-6-6,204,19,"{""EF1"": 2, ""EF2"": 11, ""EF3"": 4, ""EF4"": 7, ""EF5"": 9, ""SL5"": 2, ""SL6"": 4, ""SL7"": 2, ""SL8"": 1, ""Seuil3"": 2, ""Seuil4"": 7, ""Seuil5"": 1}",delta_fatigue_term,0.24732142857142858,0.49107142857142794,0.4964285714285701
1,1,3,weighted_greedy,6-6-6-6,6,0,10,4,6,EF1,EF,1,1,5,1,0,True,,False,0.2999999999999998,0.0,-0.016666666666666663,-0.75,-0.46666666666666723,-3.885780586188048e-16,3.3000000000000003,2.8333333333333335,5,-9,0,0,0,0,-4,0,-4,-4,False,10,0.0,1,False,best_rejected_stop,marginal_utility_negative,2,6-6-6-6,0,0,{},delta_fatigue_term,0.09444444444444439,0.6000000000000001,1.0666666666666673
1,4,4,weighted_greedy,6-6-6-6,6,-4,13,12,1,EF1,EF,1,1,4,1,0,True,,False,0.23076923076923084,0.0,-0.046875,-0.25,-0.06610576923076916,0.0,4.519230769230769,4.453125,13,-1,0,0,0,0,0,0,-4,-4,False,10,0.0,1,False,best_rejected_stop,marginal_utility_negative,11,6-6-6-6,28,3,"{""EF2"": 2, ""EF3"": 2, ""EF4"": 2, ""Seuil3"": 2, ""Seuil4"": 1}",delta_fatigue_term,0.18389423076923084,0.42307692307692246,0.4891826923076916
1,6,3,weighted_greedy,8-6-6-6-6,8,-4,11,10,1,EF1,EF,1,1,5,1,0,True,,False,0.27272727272727293,0.0,-0.06666666666666668,-0.5,-0.29393939393939306,6.661338147750939e-16,5.727272727272727,5.433333333333334,11,-8,0,0,0,0,-4,0,-8,-8,False,16,0.0,1,False,best_rejected_stop,marginal_utility_negative,12,8-6-6-6-6,53,5,"{""EF2"": 2, ""EF3"": 3, ""EF4"": 4, ""EF5"": 1, ""SL5"": 1, ""Seuil3"": 2, ""Seuil4"": 2}",delta_fatigue_term,0.10303030303030312,,
1,7,4,weighted_greedy,8-6-6-6-6,8,-8,16,15,1,EF1,EF,1,1,6,1,0,True,,False,0.1875,0.0,-0.041666666666666685,-0.25,-0.10416666666666607,6.106226635438361e-16,4.770833333333333,4.666666666666667,16,-3,0,0,0,0,0,1,-8,-8,False,16,0.0,1,False,best_rejected_stop,marginal_utility_negative,13,8-6-6-6-6,63,6,"{""EF2"": 2, ""EF3"": 3, ""EF4"": 4, ""EF5"": 2, ""SL5"": 2, ""Seuil3"": 2, ""Seuil4"": 2}",delta_fatigue_term,0.14583333333333331,0.22916666666666696,0.33333333333333304
1,8,5,weighted_greedy,8-6-6-6-6,8,-8,19,18,1,EF1,EF,1,1,6,1,0,True,,False,0.1578947368421053,0.0,-0.029166666666666674,-0.5,-0.3712719298245615,-1.1102230246251565e-16,5.779605263157895,5.408333333333333,19,1,1,1,0,0,0,0,-7,-7,False,15,0.0,1,False,best_rejected_stop,marginal_utility_negative,13,8-6-6-6-6,78,7,"{""EF2"": 2, ""EF3"": 3, ""EF4"": 5, ""EF5"": 3, ""SL5"": 2, ""SL6"": 1, ""Seuil3"": 2, ""Seuil4"": 2}",delta_fatigue_term,0.06436403508771932,1.452850877192983,1.8241228070175444
1,10,6,weighted_greedy,8-8-6-6-6-6,8,-8,22,21,1,EF1,EF,1,1,6,1,0,True,,False,0.13636363636363624,0.0,-0.022222222222222254,-0.25,-0.13585858585858546,5.551115123125783e-16,6.038636363636364,5.902777777777778,22,-1,0,0,0,0,0,0,-8,-8,False,16,0.0,1,False,best_rejected_stop,marginal_utility_negative,14,8-8-6-6-6-6,114,10,"{""EF2"": 3, ""EF3"": 3, ""EF4"": 7, ""EF5"": 5, ""SL5"": 2, ""SL6"": 2, ""SL7"": 1, ""Seuil3"": 3, ""Seuil4"": 2}",delta_fatigue_term,0.11414141414141399,0.043371212121211755,0.1792297979797972
1,11,5,weighted_greedy,8-8-8-6-6-6,8,-8,24,18,6,EF4,EF,4,4,7,4,0,True,,False,0.5,0.0,-0.0035714285714285587,-0.5,-0.0035714285714281147,4.440892098500626e-16,5.910714285714286,5.9071428571428575,22,-2,0,0,0,0,0,3,-8,-8,False,16,0.0,1,False,best_rejected_stop,marginal_utility_negative,14,8-8-8-6-6-6,135,12,"{""EF2"": 4, ""EF3"": 3, ""EF4"": 8, ""EF5"": 6, ""SL5"": 2, ""SL6"": 3, ""SL7"": 1, ""Seuil3"": 3, ""Seuil4"": 3}",delta_fatigue_term,0.24821428571428572,0.4940476190476195,0.4976190476190476
1,12,6,weighted_greedy,8-8-8-6-6-6,8,-8,23,22,1,EF1,EF,1,1,7,1,0,True,,False,0.13043478260869534,0.0,-0.02023809523809525,-0.25,-0.13980331262940027,-3.608224830031759e-16,6.026708074534162,5.886904761904762,23,-1,0,0,0,0,0,0,-8,-8,False,16,0.0,1,False,best_rejected_stop,marginal_utility_negative,15,8-8-8-6-6-6,153,14,"{""EF2"": 5, ""EF3"": 3, ""EF4"": 8, ""EF5"": 7, ""SL5"": 2, ""SL6"": 3, ""SL7"": 2, ""Seuil3"": 3, ""Seuil4"": 4}",delta_fatigue_term,0.1101966873706001,0.018167701863355035,0.1579710144927553
1,13,5,weighted_greedy,8-8-8-8-6-6,8,-8,26,19,7,EF2,EF,2,2,8,2,0,True,,False,0.23076923076923128,0.0,-0.017187499999999994,-0.25,-0.03641826923076863,8.326672684688674e-17,5.840745192307692,5.804326923076923,21,-4,0,0,0,0,-1,2,-9,-8,False,16,0.0,1,False,best_rejected_stop,marginal_utility_negative,15,8-8-8-8-6-6,175,16,"{""EF2"": 6, ""EF3"": 3, ""EF4"": 9, ""EF5"": 8, ""SL5"": 2, ""SL6"": 3, ""SL7"": 3, ""Seuil3"": 3, ""Seuil4"": 5}",delta_fatigue_term,0.2135817307692313,0.4537259615384608,0.4901442307692294
1,14,5,weighted_greedy,8-8-8-8-6-6,8,-8,24,19,5,EF4,EF,4,4,8,4,0,True,,False,0.5,0.0,-0.004687500000000011,-0.5,-0.004687500000000178,-1.6653345369377348e-16,6.0234375,6.01875,23,-2,0,0,0,0,0,3,-8,-8,False,16,0.0,1,False,best_rejected_stop,marginal_utility_negative,15,8-8-8-8-6-6,194,18,"{""EF2"": 7, ""EF3"": 3, ""EF4"": 9, ""EF5"": 9, ""SL5"": 2, ""SL6"": 3, ""SL7"": 3, ""SL8"": 1, ""Seuil3"": 3, ""Seuil4"": 6}",delta_fatigue_term,0.24765625,0.4921875,0.4968750000000002
2,1,3,weighted_greedy,6-6-6-6,6,0,6,4,2,EF2,EF,2,2,3,2,0,True,,False,1.0,0.0,0.0,-1.25,-0.24999999999999956,4.440892098500626e-16,4.166666666666667,3.9166666666666665,6,-8,0,0,0,0,-4,0,-4,-4,False,10,0.0,1,False,best_rejected_stop,marginal_utility_negative,2,6-6-6-6,0,0,{},delta_fatigue_term,0.2,0.9999999999999991,1.2499999999999987
2,7,3,weighted_greedy,8-8-6-6-6,8,-6,17,11,6,EF5,EF,5,5,6,5,0,True,,False,0.8823529411764701,0.0,-0.0069444444444444475,-1.0,-0.12459150326797364,6.938893903907228e-16,4.9203431372549025,4.795751633986928,16,-4,0,0,0,0,-1,3,-7,-7,False,15,0.0,1,False,best_rejected_stop,marginal_utility_negative,12,8-8-6-6-6,72,10,"{""EF1"": 1, ""EF2"": 3, ""EF3"": 4, ""EF4"": 2, ""EF5"": 2, ""SL5"": 2, ""Seuil3"": 7, ""Seuil4"": 1}",delta_fatigue_term,0.21885212418300642,,
2,8,3,weighted_greedy,8-8-6-6-6,8,-8,14,11,3,EF3,EF,3,3,6,3,0,True,,False,0.6428571428571428,0.0,-0.03472222222222221,-0.75,-0.14186507936507908,3.3306690738754696e-16,5.336309523809524,5.194444444444445,14,-6,0,0,0,0,-3,1,-11,-8,False,16,0.0,1,False,best_rejected_stop,marginal_utility_negative,12,8-8-6-6-6,83,11,"{""EF1"": 1, ""EF2"": 3, ""EF3"": 4, ""EF4"": 2, ""EF5"": 3, ""SL5"": 2, ""SL6"": 1, ""Seuil3"": 7, ""Seuil4"": 1}",delta_fatigue_term,0.2027116402116402,,
2,9,3,weighted_greedy,8-8-8-6-6,8,-8,17,11,6,EF1,EF,1,1,6,1,0,True,,False,0.17647058823529393,0.0,-0.0625,-0.75,-0.6360294117647056,4.440892098500626e-16,5.6703431372549025,5.034313725490196,12,-9,0,0,0,0,-4,0,-12,-8,False,16,0.0,1,False,best_rejected_stop,marginal_utility_negative,13,8-8-8-6-6,94,12,"{""EF1"": 1, ""EF2"": 3, ""EF3"": 4, ""EF4"": 2, ""EF5"": 4, ""SL5"": 2, ""SL6"": 2, ""Seuil3"": 7, ""Seuil4"": 1}",delta_fatigue_term,0.037990196078431314,,
2,10,5,weighted_greedy,8-8-8-6-6-6,8,-8,27,18,9,EF2,EF,2,2,7,2,0,True,,False,0.22222222222222232,0.0,-0.017857142857142877,-0.25,-0.04563492063492003,5.273559366969494e-16,5.660714285714286,5.615079365079366,20,-4,0,0,0,0,-1,2,-9,-8,False,16,0.0,1,False,best_rejected_stop,marginal_utility_negative,13,8-8-8-6-6-6,105,13,"{""EF1"": 1, ""EF2"": 3, ""EF3"": 4, ""EF4"": 2, ""EF5"": 5, ""SL5"": 2, ""SL6"": 3, ""Seuil3"": 7, ""Seuil4"": 1}",delta_fatigue_term,0.20436507936507944,0.43849206349206415,0.4841269841269842
2,11,5,weighted_greedy,8-8-8-6-6-6,8,-8,26,18,8,EF2,EF,2,2,8,2,0,True,,False,0.23076923076923128,0.0,-0.015625,-0.25,-0.034855769230768274,4.440892098500626e-16,5.717548076923077,5.682692307692308,20,-4,0,0,0,0,-1,2,-9,-8,False,16,0.0,1,False,best_rejected_stop,marginal_utility_negative,14,8-8-8-6-6-6,123,15,"{""EF1"": 1, ""EF2"": 4, ""EF3"": 4, ""EF4"": 2, ""EF5"": 6, ""SL5"": 2, ""SL6"": 3, ""SL7"": 1, ""Seuil3"": 7, ""Seuil4"": 2}",delta_fatigue_term,0.21514423076923128,0.45633012820512775,0.491185897435896
2,12,5,weighted_greedy,8-8-8-8-6-6,8,-8,27,19,8,EF2,EF,2,2,8,2,0,True,,False,0.22222222222222232,0.0,-0.017187499999999994,-0.25,-0.044965277777777146,5.273559366969494e-16,5.759548611111111,5.714583333333334,21,-4,0,0,0,0,-1,2,-9,-8,False,16,0.0,1,False,best_rejected_stop,marginal_utility_negative,15,8-8-8-8-6-6,141,17,"{""EF1"": 1, ""EF2"": 5, ""EF3"": 4, ""EF4"": 2, ""EF5"": 7, ""SL5"": 2, ""SL6"": 3, ""SL7"": 2, ""Seuil3"": 7, ""Seuil4"": 3}",delta_fatigue_term,0.20503472222222233,0.43663194444444375,0.4815972222222209
2,13,5,weighted_greedy,8-8-8-8-6-6,8,-8,30,19,11,EF2,EF,2,2,8,2,0,True,,False,0.19999999999999973,0.0,-0.017187499999999994,-0.25,-0.06718750000000107,-8.049116928532385e-16,5.5484375,5.481249999999999,21,-4,0,0,0,0,-1,2,-9,-8,False,16,0.0,1,False,best_rejected_stop,marginal_utility_negative,15,8-8-8-8-6-6,160,19,"{""EF1"": 1, ""EF2"": 6, ""EF3"": 4, ""EF4"": 2, ""EF5"": 8, ""SL5"": 2, ""SL6"": 3, ""SL7"": 2, ""SL8"": 1, ""Seuil3"": 7, ""Seuil4"": 4}",delta_fatigue_term,0.18281249999999974,0.39218750000000036,0.4593750000000014
2,14,5,weighted_greedy,8-8-8-8-6-6,8,-8,25,19,6,EF4,EF,4,4,8,4,0,True,,False,0.48,0.0,-0.004687500000000011,-0.5,-0.02468750000000064,-6.106226635438361e-16,5.9284375,5.9037500000000005,23,-2,0,0,0,0,0,3,-8,-8,False,16,0.0,1,False,best_rejected_stop,marginal_utility_negative,16,8-8-8-8-6-6,179,21,"{""EF1"": 1, ""EF2"": 7, ""EF3"": 4, ""EF4"": 2, ""EF5"": 9, ""SL5"": 2, ""SL6"": 3, ""SL7"": 2, ""SL8"": 2, ""Seuil3"": 7, ""Seuil4"": 5}",delta_fatigue_term,0.23765624999999999,0.4721875000000004,0.49687500000000107
2,15,5,weighted_greedy,8-8-8-8-6-6,8,-8,25,19,6,EF4,EF,4,4,7,4,0,True,,False,0.48,0.0,-0.005357142857142866,-0.5,-0.025357142857142634,2.498001805406602e-16,5.949642857142857,5.924285714285714,23,-2,0,0,0,0,0,3,-8,-8,False,16,0.0,1,False,best_rejected_stop,marginal_utility_negative,16,8-8-8-8-6-6,198,23,"{""EF1"": 1, ""EF2"": 8, ""EF3"": 4, ""EF4"": 2, ""EF5"": 10, ""SL5"": 2, ""SL6"": 3, ""SL7"": 2, ""SL8"": 3, ""Seuil3"": 7, ""Seuil4"": 6}",delta_fatigue_term,0.23732142857142857,0.47107142857142925,0.4964285714285719
2,16,5,weighted_greedy,8-8-8-8-6-6,8,-8,24,19,5,EF4,EF,4,4,6,4,0,True,,False,0.5,0.0,-0.0062500000000000056,-0.5,-0.006250000000000533,-5.273559366969494e-16,6.072916666666667,6.066666666666666,23,-2,0,0,0,0,0,3,-8,-8,False,16,0.0,1,False,best_rejected_stop,marginal_utility_negative,16,8-8-8-8-6-6,217,25,"{""EF1"": 1, ""EF2"": 8, ""EF3"": 5, ""EF4"": 2, ""EF5"": 11, ""SL5"": 2, ""SL6"": 3, ""SL7"": 3, ""SL8"": 3, ""Seuil3"": 7, ""Seuil4"": 7}",delta_fatigue_term,0.246875,0.48958333333333304,0.49583333333333357
3,1,3,weighted_greedy,6-6-6-6,6,0,12,4,8,EF1,EF,1,1,5,1,0,True,,False,0.25,0.0,-0.016666666666666663,-0.75,-0.516666666666667,-4.440892098500626e-16,3.1,2.5833333333333335,5,-9,0,0,0,0,-4,0,-4,-4,False,10,0.0,1,False,best_rejected_stop,marginal_utility_negative,2,6-6-6-6,0,0,{},delta_fatigue_term,0.07777777777777778,0.5,1.016666666666667
3,3,4,weighted_greedy,6-6-6-6,6,-3,11,10,1,EF1,EF,1,1,5,1,0,True,,False,0.27272727272727293,0.0,-0.029166666666666674,-0.25,-0.006439393939393412,3.3306690738754696e-16,4.643939393939394,4.6375,11,-3,0,0,0,0,0,1,-3,-3,False,9,0.0,1,False,best_rejected_stop,marginal_utility_negative,8,6-6-6-6,19,3,"{""EF1"": 1, ""EF2"": 3, ""EF3"": 1, ""Seuil3"": 3}",delta_fatigue_term,0.24356060606060626,0.5598484848484846,0.566287878787878
3,4,5,weighted_greedy,8-6-6-6,8,-4,16,14,2,EF1,EF,1,1,8,1,0,True,,False,0.1875,0.0,-0.015625,-0.25,-0.078125,0.0,5.484375,5.40625,15,0,0,0,0,0,0,0,-4,-4,False,12,0.0,1,False,best_rejected_stop,marginal_utility_negative,9,8-6-6-6,29,4,"{""EF1"": 1, ""EF2"": 3, ""EF3"": 3, ""Seuil3"": 3, ""Seuil4"": 1}",delta_fatigue_term,0.171875,1.5572916666666665,1.6354166666666665
3,5,4,weighted_greedy,8-6-6-6,8,-4,14,13,1,EF1,EF,1,1,6,1,0,True,,False,0.2142857142857144,0.0,-0.03472222222222221,-0.25,-0.07043650793650791,-1.1102230246251565e-16,4.466269841269841,4.395833333333333,14,-1,0,0,0,0,0,0,-4,-4,False,12,0.0,1,False,best_rejected_stop,marginal_utility_negative,11,8-6-6-6,43,6,"{""EF1"": 1, ""EF2"": 3, ""EF3"": 3, ""EF4"": 2, ""Seuil3"": 5, ""Seuil4"": 1}",delta_fatigue_term,0.1795634920634922,0.36507936507936467,0.4355158730158726
3,6,3,weighted_greedy,8-6-6-6-6,8,-4,16,10,6,EF5,EF,5,5,8,5,0,True,,False,0.9375,0.0,0.0,-1.0,-0.0625,0.0,4.78125,4.71875,15,-4,0,0,0,0,-1,3,-5,-5,False,13,0.0,1,False,best_rejected_stop,marginal_utility_negative,11,8-6-6-6-6,56,7,"{""EF1"": 1, ""EF2"": 3, ""EF3"": 4, ""EF4"": 2, ""EF5"": 1, ""SL5"": 1, ""Seuil3"": 5, ""Seuil4"": 1}",delta_fatigue_term,0.234375,,
3,7,3,weighted_greedy,8-8-6-6-6,8,-8,17,11,6,EF5,EF,5,5,7,5,0,True,,False,0.8823529411764701,0.0,-0.005952380952380959,-1.0,-0.12359943977591037,4.718447854656915e-16,4.887605042016807,4.764005602240896,16,-4,0,0,0,0,-1,3,-9,-8,False,16,0.0,1,False,best_rejected_stop,marginal_utility_negative,12,8-8-6-6-6,66,8,"{""EF1"": 1, ""EF2"": 3, ""EF3"": 4, ""EF4"": 2, ""EF5"": 2, ""SL5"": 2, ""Seuil3"": 5, ""Seuil4"": 1}",delta_fatigue_term,0.2191001400560223,,
3,8,3,weighted_greedy,8-8-6-6-6,8,-8,18,11,7,EF5,EF,5,5,8,5,0,True,,False,0.833333333333333,0.0,-0.005208333333333343,-1.0,-0.1718750000000009,-5.828670879282072e-16,4.755208333333334,4.583333333333333,16,-4,0,0,0,0,-1,3,-9,-8,False,16,0.0,1,False,best_rejected_stop,marginal_utility_negative,12,8-8-6-6-6,77,9,"{""EF1"": 1, ""EF2"": 3, ""EF3"": 4, ""EF4"": 2, ""EF5"": 3, ""SL5"": 2, ""SL6"": 1, ""Seuil3"": 5, ""Seuil4"": 1}",delta_fatigue_term,0.20703124999999992,,
3,9,3,weighted_greedy,8-8-6-6-6,8,-8,23,12,11,EF4,EF,4,4,7,4,0,True,,False,0.5217391304347827,0.0,-0.023809523809523808,-0.5,-0.002070393374741464,-3.608224830031759e-16,4.029503105590062,4.027432712215321,16,-4,0,0,0,0,-1,3,-9,-8,False,16,0.0,1,False,best_rejected_stop,marginal_utility_negative,13,8-8-6-6-6,88,10,"{""EF1"": 1, ""EF2"": 3, ""EF3"": 4, ""EF4"": 2, ""EF5"": 4, ""SL5"": 2, ""SL6"": 2, ""Seuil3"": 5, ""Seuil4"": 1}",delta_fatigue_term,0.24896480331262943,,
3,10,6,weighted_greedy,8-8-6-6-6-6,8,-8,20,19,1,EF1,EF,1,1,8,1,0,True,,False,0.15000000000000036,0.0,-0.014583333333333323,-0.25,-0.11458333333333304,-6.938893903907228e-17,6.21875,6.104166666666667,20,-3,0,0,0,0,0,1,-8,-8,False,16,0.0,1,False,best_rejected_stop,marginal_utility_negative,13,8-8-6-6-6-6,100,11,"{""EF1"": 1, ""EF2"": 3, ""EF3"": 4, ""EF4"": 2, ""EF5"": 5, ""SL5"": 2, ""SL6"": 2, ""SL7"": 1, ""Seuil3"": 5, ""Seuil4"": 1}",delta_fatigue_term,0.13541666666666702,0.03593750000000018,0.15052083333333321
3,11,6,weighted_greedy,8-8-8-6-6-6,8,-8,23,22,1,EF1,EF,1,1,7,1,0,True,,False,0.13043478260869534,0.0,-0.02023809523809525,-0.25,-0.13980331262940027,-3.608224830031759e-16,6.026708074534162,5.886904761904762,23,-1,0,0,0,0,0,0,-8,-8,False,16,0.0,1,False,best_rejected_stop,marginal_utility_negative,15,8-8-8-6-6-6,119,13,"{""EF1"": 2, ""EF2"": 4, ""EF3"": 4, ""EF4"": 2, ""EF5"": 6, ""SL5"": 2, ""SL6"": 2, ""SL7"": 2, ""Seuil3"": 5, ""Seuil4"": 2}",delta_fatigue_term,0.1101966873706001,0.018167701863355035,0.1579710144927553
3,12,5,weighted_greedy,8-8-8-6-6-6,8,-8,25,18,7,EF4,EF,4,4,7,4,0,True,,False,0.48,0.0,-0.0035714285714285587,-0.5,-0.02357142857142769,8.881784197001252e-16,5.820714285714286,5.797142857142857,22,-2,0,0,0,0,0,3,-8,-8,False,16,0.0,1,False,best_rejected_stop,marginal_utility_negative,15,8-8-8-6-6-6,141,15,"{""EF1"": 2, ""EF2"": 5, ""EF3"": 4, ""EF4"": 3, ""EF5"": 7, ""SL5"": 2, ""SL6"": 2, ""SL7"": 3, ""Seuil3"": 5, ""Seuil4"": 3}",delta_fatigue_term,0.2382142857142857,0.47404761904761905,0.49761904761904674
3,14,5,weighted_greedy,8-8-8-8-6-6,8,-8,27,19,8,EF2,EF,2,2,8,2,0,True,,False,0.22222222222222232,0.0,-0.017187499999999994,-0.25,-0.044965277777777146,5.273559366969494e-16,5.759548611111111,5.714583333333334,21,-4,0,0,0,0,-1,2,-9,-8,False,16,0.0,1,False,best_rejected_stop,marginal_utility_negative,15,8-8-8-8-6-6,180,19,"{""EF1"": 2, ""EF2"": 7, ""EF3"": 4, ""EF4"": 4, ""EF5"": 9, ""SL5"": 2, ""SL6"": 3, ""SL7"": 4, ""Seuil3"": 5, ""Seuil4"": 5}",delta_fatigue_term,0.20503472222222233,0.43663194444444375,0.4815972222222209
3,15,5,weighted_greedy,8-8-8-8-6-6,8,-8,20,19,1,EF1,EF,1,1,7,1,0,True,,False,0.15000000000000036,0.0,-0.0267857142857143,-0.25,-0.12678571428571317,7.771561172376096e-16,6.519642857142856,6.392857142857143,20,-5,0,0,0,0,-2,1,-10,-8,False,16,0.0,1,False,best_rejected_stop,marginal_utility_negative,15,8-8-8-8-6-6,199,21,"{""EF1"": 2, ""EF2"": 8, ""EF3"": 4, ""EF4"": 4, ""EF5"": 10, ""SL5"": 2, ""SL6"": 3, ""SL7"": 4, ""SL8"": 1, ""Seuil3"": 5, ""Seuil4"": 6}",delta_fatigue_term,0.12321428571428605,0.5910714285714276,0.7178571428571408
3,16,5,weighted_greedy,8-8-8-8-6-6,8,-8,26,19,7,EF2,EF,2,2,7,2,0,True,,False,0.23076923076923128,0.0,-0.019642857142857156,-0.25,-0.03887362637362468,1.1934897514720433e-15,5.861950549450549,5.823076923076924,21,-4,0,0,0,0,-1,2,-9,-8,False,16,0.0,1,False,best_rejected_stop,marginal_utility_negative,15,8-8-8-8-6-6,218,23,"{""EF1"": 2, ""EF2"": 8, ""EF3"": 5, ""EF4"": 4, ""EF5"": 11, ""SL5"": 2, ""SL6"": 3, ""SL7"": 5, ""SL8"": 1, ""Seuil3"": 5, ""Seuil4"": 7}",delta_fatigue_term,0.21112637362637413,0.4526098901098896,0.4914835164835143
