seed,turn,greedy_step,phase,pool_active,best_die,fatigue_before,energy_budget,energy_used_before,energy_remaining_before,candidate,category,energy_cost,rpe,rpe_max,ctl_gain,quality_gain,legal,illegal_reason,excluded_only_by_rpe,delta_energy_term,delta_quality_term,delta_rpe_term,delta_fatigue_term,marginal_utility,decomposition_residual,utility_before,utility_after,projected_spend,projected_offset,projected_q,projected_q_delta,projected_s,projected_s_delta,projected_recovery,projected_recovery_delta,projected_fatigue_raw,projected_fatigue_final,projected_overtraining,distance_to_ot,bust_probability,rank,selected,decision,stop_reason,available_count,pool_permanent,cumulative_ctl_before,quality_total_before,completions_before,dominant_negative_term,fatigue_weight_break_even,last_selected_margin,margin_drop_from_last_selection
14,5,4,weighted_greedy,8-6-6-6,8,-3,15,13,2,EF1,EF,1,1,8,1,0,True,,False,0.19999999999999973,0.0,-0.026041666666666657,-0.25,-0.07604166666666679,1.3877787807814457e-16,4.235416666666667,4.159375,14,-1,0,0,0,0,0,0,-3,-3,False,11,0.0,1,False,best_rejected_stop,marginal_utility_negative,12,8-6-6-6,43,5,"{""EF1"": 1, ""EF2"": 4, ""EF3"": 3, ""EF4"": 2, ""Seuil3"": 3, ""Seuil4"": 2}",delta_fatigue_term,0.17395833333333308,0.3291666666666666,0.4052083333333334
14,6,3,weighted_greedy,8-6-6-6-6,8,-3,16,10,6,EF5,EF,5,5,7,5,0,True,,False,0.9375,0.0,0.0,-1.0,-0.0625,0.0,4.803571428571429,4.741071428571429,15,-4,0,0,0,0,-1,3,-4,-4,False,12,0.0,1,False,best_rejected_stop,marginal_utility_negative,12,8-6-6-6-6,56,6,"{""EF1"": 1, ""EF2"": 4, ""EF3"": 4, ""EF4"": 2, ""EF5"": 1, ""SL5"": 1, ""Seuil3"": 3, ""Seuil4"": 2}",delta_fatigue_term,0.234375,,
14,8,3,weighted_greedy,8-8-6-6-6,8,-8,17,11,6,EF5,EF,5,5,6,5,0,True,,False,0.8823529411764701,0.0,-0.0069444444444444475,-1.0,-0.12459150326797364,6.938893903907228e-16,4.9203431372549025,4.795751633986928,16,-4,0,0,0,0,-1,3,-9,-8,False,16,0.0,1,False,best_rejected_stop,marginal_utility_negative,13,8-8-6-6-6,81,8,"{""EF1"": 1, ""EF2"": 4, ""EF3"": 4, ""EF4"": 3, ""EF5"": 3, ""SL5"": 2, ""SL6"": 1, ""Seuil3"": 3, ""Seuil4"": 2}",delta_fatigue_term,0.21885212418300642,,
14,9,3,weighted_greedy,8-8-6-6-6,8,-8,15,11,4,EF3,EF,3,3,6,3,0,True,,False,0.6000000000000001,0.0,-0.03472222222222221,-0.75,-0.1847222222222218,3.3306690738754696e-16,5.179166666666666,4.9944444444444445,14,-6,0,0,0,0,-3,1,-11,-8,False,16,0.0,1,False,best_rejected_stop,marginal_utility_negative,14,8-8-6-6-6,92,9,"{""EF1"": 1, ""EF2"": 4, ""EF3"": 4, ""EF4"": 3, ""EF5"": 4, ""SL5"": 2, ""SL6"": 2, ""Seuil3"": 3, ""Seuil4"": 2}",delta_fatigue_term,0.18842592592592597,,
14,11,5,weighted_greedy,8-8-6-6-6-6,8,-8,24,17,7,EF4,EF,4,4,7,4,0,True,,False,0.5,0.0,-0.0017857142857142794,-0.5,-0.0017857142857140573,2.220446049250313e-16,5.776785714285714,5.775,21,-2,0,0,0,0,0,3,-8,-8,False,16,0.0,1,False,best_rejected_stop,marginal_utility_negative,14,8-8-6-6-6-6,116,11,"{""EF1"": 1, ""EF2"": 5, ""EF3"": 4, ""EF4"": 3, ""EF5"": 6, ""SL5"": 2, ""SL6"": 4, ""Seuil3"": 3, ""Seuil4"": 2}",delta_fatigue_term,0.24910714285714286,0.4970238095238093,0.49880952380952337
14,13,5,weighted_greedy,8-8-8-6-6-6,8,-8,24,18,6,EF4,EF,4,4,8,4,0,True,,False,0.5,0.0,-0.003124999999999989,-0.5,-0.0031249999999998224,1.6653345369377348e-16,5.890625,5.8875,22,-2,0,0,0,0,0,3,-8,-8,False,16,0.0,1,False,best_rejected_stop,marginal_utility_negative,14,8-8-8-6-6-6,155,15,"{""EF1"": 2, ""EF2"": 5, ""EF3"": 5, ""EF4"": 4, ""EF5"": 8, ""SL5"": 2, ""SL6"": 5, ""SL7"": 1, ""Seuil3"": 3, ""Seuil4"": 4}",delta_fatigue_term,0.2484375,0.4947916666666661,0.4979166666666659
14,14,6,weighted_greedy,8-8-8-8-6-6,8,-8,22,21,1,EF1,EF,1,1,8,1,0,True,,False,0.13636363636363624,0.0,-0.016666666666666677,-0.25,-0.13030303030302992,4.996003610813204e-16,6.244886363636364,6.114583333333333,22,-3,0,0,0,0,0,1,-8,-8,False,16,0.0,1,False,best_rejected_stop,marginal_utility_negative,15,8-8-8-8-6-6,173,17,"{""EF1"": 2, ""EF2"": 6, ""EF3"": 5, ""EF4"": 4, ""EF5"": 9, ""SL5"": 2, ""SL6"": 5, ""SL7"": 2, ""Seuil3"": 3, ""Seuil4"": 5}",delta_fatigue_term,0.11969696969696957,0.00553977272727213,0.13584280303030205
14,15,5,weighted_greedy,8-8-8-8-6-6,8,-8,27,19,8,EF2,EF,2,2,7,2,0,True,,False,0.22222222222222232,0.0,-0.019642857142857156,-0.25,-0.0474206349206332,1.6375789613221059e-15,5.780753968253968,5.733333333333333,21,-4,0,0,0,0,-1,2,-9,-8,False,16,0.0,1,False,best_rejected_stop,marginal_utility_negative,15,8-8-8-8-6-6,194,19,"{""EF1"": 2, ""EF2"": 8, ""EF3"": 5, ""EF4"": 4, ""EF5"": 10, ""SL5"": 2, ""SL6"": 5, ""SL7"": 2, ""SL8"": 1, ""Seuil3"": 3, ""Seuil4"": 6}",delta_fatigue_term,0.20257936507936516,0.4355158730158726,0.4829365079365058
14,16,5,weighted_greedy,8-8-8-8-6-6,8,-8,25,19,6,EF4,EF,4,4,8,4,0,True,,False,0.48,0.0,-0.004687500000000011,-0.5,-0.02468750000000064,-6.106226635438361e-16,5.9284375,5.9037500000000005,23,-2,0,0,0,0,0,3,-8,-8,False,16,0.0,1,False,best_rejected_stop,marginal_utility_negative,15,8-8-8-8-6-6,213,21,"{""EF1"": 2, ""EF2"": 8, ""EF3"": 6, ""EF4"": 4, ""EF5"": 11, ""SL5"": 2, ""SL6"": 5, ""SL7"": 3, ""SL8"": 1, ""Seuil3"": 3, ""Seuil4"": 7}",delta_fatigue_term,0.23765624999999999,0.4721875000000004,0.49687500000000107
15,1,3,weighted_greedy,6-6-6-6,6,0,13,4,9,EF1,EF,1,1,6,1,0,True,,False,0.23076923076923084,0.0,-0.013888888888888881,-0.75,-0.533119658119658,0.0,3.0064102564102564,2.4732905982905984,5,-9,0,0,0,0,-4,0,-4,-4,False,10,0.0,1,False,best_rejected_stop,marginal_utility_negative,2,6-6-6-6,0,0,{},delta_fatigue_term,0.07229344729344732,0.4615384615384617,0.9946581196581197
15,4,4,weighted_greedy,6-6-6-6,6,-5,13,12,1,EF1,EF,1,1,6,1,0,True,,False,0.23076923076923084,0.0,-0.03125,-0.25,-0.05048076923076916,0.0,4.435897435897436,4.385416666666667,13,-1,0,0,0,0,0,0,-5,-5,False,11,0.0,1,False,best_rejected_stop,marginal_utility_negative,11,6-6-6-6,25,2,"{""EF1"": 1, ""EF2"": 2, ""EF3"": 2, ""EF4"": 2, ""Seuil3"": 2}",delta_fatigue_term,0.19951923076923084,0.1698717948717947,0.22035256410256387
15,5,4,weighted_greedy,6-6-6-6,6,-5,13,12,1,EF1,EF,1,1,4,1,0,True,,False,0.23076923076923084,0.0,-0.046875,-0.25,-0.06610576923076916,0.0,4.519230769230769,4.453125,13,-1,0,0,0,0,0,0,-5,-5,False,11,0.0,1,False,best_rejected_stop,marginal_utility_negative,11,6-6-6-6,37,3,"{""EF1"": 1, ""EF2"": 3, ""EF3"": 2, ""EF4"": 2, ""EF5"": 1, ""SL5"": 1, ""Seuil3"": 2}",delta_fatigue_term,0.18389423076923084,0.42307692307692246,0.4891826923076916
15,7,3,weighted_greedy,8-6-6-6-6,8,-7,16,10,6,EF5,EF,5,5,5,5,0,True,,False,0.9375,0.0,0.0,-1.0,-0.0625,0.0,4.875,4.8125,15,-4,0,0,0,0,-1,3,-8,-8,False,16,0.0,1,False,best_rejected_stop,marginal_utility_negative,12,8-6-6-6-6,59,5,"{""EF1"": 1, ""EF2"": 4, ""EF3"": 2, ""EF4"": 5, ""EF5"": 1, ""SL5"": 1, ""Seuil3"": 2, ""Seuil4"": 2}",delta_fatigue_term,0.234375,,
15,9,5,weighted_greedy,8-6-6-6-6,8,-8,20,18,2,EF1,EF,1,1,8,1,0,True,,False,0.14999999999999947,0.0,-0.021875000000000006,-0.5,-0.3718750000000002,3.3306690738754696e-16,5.590625,5.21875,19,1,1,1,0,0,0,0,-7,-7,False,15,0.0,1,False,best_rejected_stop,marginal_utility_negative,13,8-6-6-6-6,86,7,"{""EF1"": 1, ""EF2"": 5, ""EF3"": 2, ""EF4"": 6, ""EF5"": 3, ""SL5"": 2, ""SL6"": 1, ""Seuil3"": 2, ""Seuil4"": 2}",delta_fatigue_term,0.06406249999999973,1.4343750000000002,1.8062500000000004
15,10,6,weighted_greedy,8-8-6-6-6-6,8,-8,23,21,2,EF1,EF,1,1,8,1,0,True,,False,0.13043478260869623,0.0,-0.016666666666666677,-0.25,-0.13623188405797038,5.551115123125783e-17,5.870380434782608,5.734148550724638,22,-1,0,0,0,0,0,0,-8,-8,False,16,0.0,1,False,best_rejected_stop,marginal_utility_negative,14,8-8-6-6-6-6,104,9,"{""EF1"": 1, ""EF2"": 5, ""EF3"": 2, ""EF4"": 7, ""EF5"": 4, ""SL5"": 2, ""SL6"": 2, ""Seuil3"": 3, ""Seuil4"": 2}",delta_fatigue_term,0.11376811594202955,0.020176630434781906,0.15640851449275228
15,12,6,weighted_greedy,8-8-8-6-6-6,8,-8,21,20,1,EF1,EF,1,1,8,1,0,True,,False,0.14285714285714324,0.0,-0.015625,-0.25,-0.12276785714285676,0.0,6.232142857142857,6.109375,21,-3,0,0,0,0,0,1,-8,-8,False,16,0.0,1,False,best_rejected_stop,marginal_utility_negative,14,8-8-8-6-6-6,144,13,"{""EF1"": 2, ""EF2"": 6, ""EF3"": 3, ""EF4"": 8, ""EF5"": 6, ""SL5"": 3, ""SL6"": 2, ""SL7"": 1, ""Seuil3"": 3, ""Seuil4"": 4}",delta_fatigue_term,0.12723214285714324,0.020089285714285587,0.14285714285714235
15,14,5,weighted_greedy,8-8-8-8-6-6,8,-8,20,19,1,EF1,EF,1,1,6,1,0,True,,False,0.15000000000000036,0.0,-0.03125,-0.25,-0.13124999999999964,0.0,6.547916666666667,6.416666666666667,20,-5,0,0,0,0,-2,1,-10,-8,False,16,0.0,1,False,best_rejected_stop,marginal_utility_negative,15,8-8-8-8-6-6,186,17,"{""EF1"": 3, ""EF2"": 8, ""EF3"": 3, ""EF4"": 9, ""EF5"": 8, ""SL5"": 3, ""SL6"": 2, ""SL7"": 2, ""SL8"": 1, ""Seuil3"": 3, ""Seuil4"": 6}",delta_fatigue_term,0.11875000000000036,0.5895833333333327,0.7208333333333323
15,15,5,weighted_greedy,8-8-8-8-6-6,8,-8,28,19,9,EF2,EF,2,2,8,2,0,True,,False,0.2142857142857144,0.0,-0.017187499999999994,-0.25,-0.05290178571428594,-3.608224830031759e-16,5.684151785714286,5.63125,21,-4,0,0,0,0,-1,2,-9,-8,False,16,0.0,1,False,best_rejected_stop,marginal_utility_negative,15,8-8-8-8-6-6,205,19,"{""EF1"": 3, ""EF2"": 8, ""EF3"": 3, ""EF4"": 10, ""EF5"": 9, ""SL5"": 3, ""SL6"": 3, ""SL7"": 2, ""SL8"": 1, ""Seuil3"": 3, ""Seuil4"": 7}",delta_fatigue_term,0.19709821428571442,0.42075892857142794,0.4736607142857139
15,16,5,weighted_greedy,8-8-8-8-6-6,8,-8,26,19,7,EF2,EF,2,2,8,2,0,True,,False,0.23076923076923128,0.0,-0.017187499999999994,-0.25,-0.03641826923076863,8.326672684688674e-17,5.840745192307692,5.804326923076923,21,-4,0,0,0,0,-1,2,-9,-8,False,16,0.0,1,False,best_rejected_stop,marginal_utility_negative,16,8-8-8-8-6-6,224,21,"{""EF1"": 3, ""EF2"": 9, ""EF3"": 3, ""EF4"": 10, ""EF5"": 10, ""SL5"": 3, ""SL6"": 3, ""SL7"": 2, ""SL8"": 2, ""Seuil3"": 3, ""Seuil4"": 8}",delta_fatigue_term,0.2135817307692313,0.4537259615384608,0.4901442307692294
16,1,3,weighted_greedy,6-6-6-6,6,0,14,4,10,EF1,EF,1,1,4,1,0,True,,False,0.2142857142857143,0.0,-0.02083333333333333,-0.75,-0.5565476190476191,0.0,2.982142857142857,2.425595238095238,5,-9,0,0,0,0,-4,0,-4,-4,False,10,0.0,1,False,best_rejected_stop,marginal_utility_negative,2,6-6-6-6,0,0,{},delta_fatigue_term,0.06448412698412699,0.4285714285714284,0.9851190476190474
16,5,4,weighted_greedy,8-6-6-6,8,-6,14,13,1,EF1,EF,1,1,6,1,0,True,,False,0.2142857142857144,0.0,-0.03472222222222221,-0.25,-0.07043650793650791,-1.1102230246251565e-16,4.466269841269841,4.395833333333333,14,-1,0,0,0,0,0,0,-6,-6,False,14,0.0,1,False,best_rejected_stop,marginal_utility_negative,11,8-6-6-6,37,4,"{""EF1"": 1, ""EF2"": 3, ""EF3"": 3, ""EF4"": 2, ""Seuil3"": 3, ""Seuil4"": 1}",delta_fatigue_term,0.1795634920634922,0.36507936507936467,0.4355158730158726
16,6,3,weighted_greedy,8-6-6-6-6,8,-6,17,10,7,EF5,EF,5,5,6,5,0,True,,False,0.8823529411764706,0.0,0.0,-1.0,-0.11764705882352988,-4.440892098500626e-16,4.723039215686274,4.605392156862745,15,-4,0,0,0,0,-1,3,-7,-7,False,15,0.0,1,False,best_rejected_stop,marginal_utility_negative,11,8-6-6-6-6,50,5,"{""EF1"": 1, ""EF2"": 3, ""EF3"": 4, ""EF4"": 2, ""EF5"": 1, ""SL5"": 1, ""Seuil3"": 3, ""Seuil4"": 1}",delta_fatigue_term,0.22058823529411764,,
16,7,3,weighted_greedy,8-6-6-6-6,8,-8,13,10,3,EF3,EF,3,3,5,3,0,True,,False,0.6923076923076921,0.0,-0.033333333333333354,-0.75,-0.09102564102564159,-3.0531133177191805e-16,5.307692307692308,5.216666666666667,13,-6,0,0,0,0,-3,1,-11,-8,False,16,0.0,1,False,best_rejected_stop,marginal_utility_negative,12,8-6-6-6-6,60,6,"{""EF1"": 1, ""EF2"": 3, ""EF3"": 4, ""EF4"": 2, ""EF5"": 2, ""SL5"": 2, ""Seuil3"": 3, ""Seuil4"": 1}",delta_fatigue_term,0.21965811965811957,,
16,8,3,weighted_greedy,8-6-6-6-6,8,-8,18,10,8,EF5,EF,5,5,5,5,0,True,,False,0.8333333333333333,0.0,0.0,-1.0,-0.16666666666666696,-2.220446049250313e-16,4.666666666666667,4.5,15,-4,0,0,0,0,-1,3,-9,-8,False,16,0.0,1,False,best_rejected_stop,marginal_utility_negative,12,8-6-6-6-6,70,7,"{""EF1"": 1, ""EF2"": 3, ""EF3"": 4, ""EF4"": 2, ""EF5"": 3, ""SL5"": 3, ""Seuil3"": 3, ""Seuil4"": 1}",delta_fatigue_term,0.20833333333333331,,
16,9,3,weighted_greedy,8-8-6-6-6,8,-8,19,10,9,EF1,EF,1,1,5,1,0,True,,False,0.1578947368421053,0.0,-0.06666666666666668,-0.75,-0.658771929824562,-6.661338147750939e-16,5.328947368421053,4.670175438596491,11,-9,0,0,0,0,-4,0,-12,-8,False,16,0.0,1,False,best_rejected_stop,marginal_utility_negative,12,8-8-6-6-6,80,8,"{""EF1"": 1, ""EF2"": 3, ""EF3"": 4, ""EF4"": 2, ""EF5"": 4, ""SL5"": 4, ""Seuil3"": 3, ""Seuil4"": 1}",delta_fatigue_term,0.03040935672514621,,
16,10,3,weighted_greedy,8-8-6-6-6,8,-8,16,11,5,EF5,EF,5,5,6,5,0,True,,False,0.9375,0.0,-0.0069444444444444475,-1.0,-0.06944444444444375,6.938893903907228e-16,5.041666666666667,4.972222222222222,16,-4,0,0,0,0,-1,3,-9,-8,False,16,0.0,1,False,best_rejected_stop,marginal_utility_negative,12,8-8-6-6-6,90,9,"{""EF1"": 1, ""EF2"": 3, ""EF3"": 4, ""EF4"": 2, ""EF5"": 5, ""SL5"": 5, ""Seuil3"": 3, ""Seuil4"": 1}",delta_fatigue_term,0.2326388888888889,,
16,12,6,weighted_greedy,8-8-8-6-6-6,8,-8,23,22,1,EF1,EF,1,1,8,1,0,True,,False,0.13043478260869534,0.0,-0.01770833333333334,-0.25,-0.13727355072463787,1.1102230246251565e-16,6.007065217391305,5.869791666666667,23,-1,0,0,0,0,0,0,-8,-8,False,16,0.0,1,False,best_rejected_stop,marginal_utility_negative,12,8-8-8-6-6-6,117,12,"{""EF1"": 1, ""EF2"": 3, ""EF3"": 5, ""EF4"": 2, ""EF5"": 7, ""SL5"": 6, ""SL6"": 1, ""Seuil3"": 4, ""Seuil4"": 1}",delta_fatigue_term,0.112726449275362,0.018614130434783327,0.1558876811594212
16,13,5,weighted_greedy,8-8-8-6-6-6,8,-8,25,18,7,EF4,EF,4,4,8,4,0,True,,False,0.48,0.0,-0.003124999999999989,-0.5,-0.023124999999999396,6.106226635438361e-16,5.800625,5.7775,22,-2,0,0,0,0,0,3,-8,-8,False,16,0.0,1,False,best_rejected_stop,marginal_utility_negative,14,8-8-8-6-6-6,139,14,"{""EF1"": 1, ""EF2"": 3, ""EF3"": 6, ""EF4"": 3, ""EF5"": 8, ""SL5"": 6, ""SL6"": 2, ""Seuil3"": 4, ""Seuil4"": 2}",delta_fatigue_term,0.2384375,0.4747916666666665,0.4979166666666659
16,14,5,weighted_greedy,8-8-8-8-6-6,8,-8,26,19,7,EF2,EF,2,2,8,2,0,True,,False,0.23076923076923128,0.0,-0.017187499999999994,-0.25,-0.03641826923076863,8.326672684688674e-17,5.840745192307692,5.804326923076923,21,-4,0,0,0,0,-1,2,-9,-8,False,16,0.0,1,False,best_rejected_stop,marginal_utility_negative,14,8-8-8-8-6-6,157,16,"{""EF1"": 1, ""EF2"": 4, ""EF3"": 6, ""EF4"": 3, ""EF5"": 9, ""SL5"": 6, ""SL6"": 2, ""SL7"": 1, ""Seuil3"": 4, ""Seuil4"": 3}",delta_fatigue_term,0.2135817307692313,0.4537259615384608,0.4901442307692294
16,15,5,weighted_greedy,8-8-8-8-6-6,8,-8,24,19,5,EF4,EF,4,4,8,4,0,True,,False,0.5,0.0,-0.004687500000000011,-0.5,-0.004687500000000178,-1.6653345369377348e-16,6.0234375,6.01875,23,-2,0,0,0,0,0,3,-8,-8,False,16,0.0,1,False,best_rejected_stop,marginal_utility_negative,15,8-8-8-8-6-6,176,18,"{""EF1"": 1, ""EF2"": 4, ""EF3"": 7, ""EF4"": 3, ""EF5"": 10, ""SL5"": 6, ""SL6"": 2, ""SL7"": 2, ""Seuil3"": 4, ""Seuil4"": 4}",delta_fatigue_term,0.24765625,0.4921875,0.4968750000000002
16,16,4,weighted_greedy,8-8-8-8-6-6,8,-8,16,15,1,EF1,EF,1,1,7,1,0,True,,False,0.1875,0.0,-0.035714285714285726,-0.75,-0.5982142857142856,1.1102230246251565e-16,6.491071428571429,5.892857142857143,16,-9,0,0,0,0,-4,0,-12,-8,False,16,0.0,1,False,best_rejected_stop,marginal_utility_negative,15,8-8-8-8-6-6,195,20,"{""EF1"": 1, ""EF2"": 5, ""EF3"": 7, ""EF4"": 3, ""EF5"": 11, ""SL5"": 6, ""SL6"": 2, ""SL7"": 2, ""SL8"": 1, ""Seuil3"": 4, ""Seuil4"": 5}",delta_fatigue_term,0.05059523809523809,0.5267857142857144,1.125
17,1,3,weighted_greedy,6-6-6-6,6,0,12,4,8,EF1,EF,1,1,5,1,0,True,,False,0.25,0.0,-0.016666666666666663,-0.75,-0.516666666666667,-4.440892098500626e-16,3.1,2.5833333333333335,5,-9,0,0,0,0,-4,0,-4,-4,False,10,0.0,1,False,best_rejected_stop,marginal_utility_negative,2,6-6-6-6,0,0,{},delta_fatigue_term,0.07777777777777778,0.5,1.016666666666667
17,4,5,weighted_greedy,8-6-6-6,8,-4,17,14,3,EF1,EF,1,1,7,1,0,True,,False,0.17647058823529393,0.0,-0.017857142857142863,-0.25,-0.09138655462184975,-8.187894806610529e-16,5.345588235294118,5.254201680672269,15,0,0,0,0,0,0,0,-4,-4,False,12,0.0,1,False,best_rejected_stop,marginal_utility_negative,9,8-6-6-6,29,4,"{""EF1"": 1, ""EF2"": 3, ""EF3"": 3, ""Seuil3"": 3, ""Seuil4"": 1}",delta_fatigue_term,0.15861344537815109,1.5234593837535013,1.614845938375351
17,6,3,weighted_greedy,8-6-6-6-6,8,-4,16,10,6,EF5,EF,5,5,7,5,0,True,,False,0.9375,0.0,0.0,-1.0,-0.0625,0.0,4.803571428571429,4.741071428571429,15,-4,0,0,0,0,-1,3,-5,-5,False,13,0.0,1,False,best_rejected_stop,marginal_utility_negative,11,8-6-6-6-6,56,7,"{""EF1"": 1, ""EF2"": 3, ""EF3"": 4, ""EF4"": 2, ""EF5"": 1, ""SL5"": 1, ""Seuil3"": 5, ""Seuil4"": 1}",delta_fatigue_term,0.234375,,
17,7,3,weighted_greedy,8-8-6-6-6,8,-8,20,11,9,EF5,EF,5,5,6,5,0,True,,False,0.7500000000000002,0.0,-0.0069444444444444475,-1.0,-0.25694444444444375,4.440892098500626e-16,4.629166666666666,4.372222222222223,16,-4,0,0,0,0,-1,3,-9,-8,False,16,0.0,1,False,best_rejected_stop,marginal_utility_negative,12,8-8-6-6-6,66,8,"{""EF1"": 1, ""EF2"": 3, ""EF3"": 4, ""EF4"": 2, ""EF5"": 2, ""SL5"": 2, ""Seuil3"": 5, ""Seuil4"": 1}",delta_fatigue_term,0.18576388888888895,,
17,8,3,weighted_greedy,8-8-6-6-6,8,-8,21,11,10,EF5,EF,5,5,6,5,0,True,,False,0.714285714285714,0.0,-0.0069444444444444475,-1.0,-0.29265873015873023,2.220446049250313e-16,4.550595238095238,4.257936507936508,16,-4,0,0,0,0,-1,3,-9,-8,False,16,0.0,1,False,best_rejected_stop,marginal_utility_negative,12,8-8-6-6-6,77,9,"{""EF1"": 1, ""EF2"": 3, ""EF3"": 4, ""EF4"": 2, ""EF5"": 3, ""SL5"": 2, ""SL6"": 1, ""Seuil3"": 5, ""Seuil4"": 1}",delta_fatigue_term,0.1768353174603174,,
17,9,5,weighted_greedy,8-8-6-6-6,8,-8,22,19,3,EF1,EF,1,1,8,1,0,True,,False,0.13636363636363624,0.0,-0.0234375,-0.5,-0.3870738636363642,-4.440892098500626e-16,5.489346590909091,5.102272727272727,20,1,1,1,0,0,0,0,-7,-7,False,15,0.0,1,False,best_rejected_stop,marginal_utility_negative,13,8-8-6-6-6,88,10,"{""EF1"": 1, ""EF2"": 3, ""EF3"": 4, ""EF4"": 2, ""EF5"": 4, ""SL5"": 2, ""SL6"": 2, ""Seuil3"": 5, ""Seuil4"": 1}",delta_fatigue_term,0.05646306818181812,1.390861742424243,1.7779356060606073
17,10,6,weighted_greedy,8-8-8-6-6-6,8,-8,23,22,1,EF1,EF,1,1,7,1,0,True,,False,0.13043478260869534,0.0,-0.02023809523809525,-0.25,-0.13980331262940027,-3.608224830031759e-16,6.026708074534162,5.886904761904762,23,-1,0,0,0,0,0,0,-8,-8,False,16,0.0,1,False,best_rejected_stop,marginal_utility_negative,13,8-8-8-6-6-6,107,12,"{""EF1"": 1, ""EF2"": 3, ""EF3"": 4, ""EF4"": 3, ""EF5"": 5, ""SL5"": 2, ""SL6"": 2, ""SL7"": 1, ""Seuil3"": 6, ""Seuil4"": 1}",delta_fatigue_term,0.1101966873706001,0.018167701863355035,0.1579710144927553
17,11,5,weighted_greedy,8-8-8-6-6-6,8,-8,19,18,1,EF1,EF,1,1,6,1,0,True,,False,0.1578947368421053,0.0,-0.029166666666666674,-0.25,-0.12127192982456148,-1.1102230246251565e-16,6.529605263157895,6.408333333333333,19,-5,0,0,0,0,-2,1,-10,-8,False,16,0.0,1,False,best_rejected_stop,marginal_utility_negative,15,8-8-8-6-6-6,129,14,"{""EF1"": 1, ""EF2"": 4, ""EF3"": 4, ""EF4"": 4, ""EF5"": 6, ""SL5"": 2, ""SL6"": 2, ""SL7"": 2, ""Seuil3"": 6, ""Seuil4"": 2}",delta_fatigue_term,0.12872807017543864,0.6246345029239766,0.7459064327485381
17,12,5,weighted_greedy,8-8-8-8-6-6,8,-8,24,19,5,EF4,EF,4,4,7,4,0,True,,False,0.5,0.0,-0.005357142857142866,-0.5,-0.005357142857142172,6.938893903907228e-16,6.044642857142857,6.039285714285715,23,-2,0,0,0,0,0,3,-8,-8,False,16,0.0,1,False,best_rejected_stop,marginal_utility_negative,15,8-8-8-8-6-6,147,16,"{""EF1"": 1, ""EF2"": 4, ""EF3"": 5, ""EF4"": 4, ""EF5"": 7, ""SL5"": 2, ""SL6"": 3, ""SL7"": 2, ""Seuil3"": 6, ""Seuil4"": 3}",delta_fatigue_term,0.24732142857142858,0.49107142857142794,0.4964285714285701
17,14,5,weighted_greedy,8-8-8-8-6-6,8,-8,24,19,5,EF4,EF,4,4,6,4,0,True,,False,0.5,0.0,-0.0062500000000000056,-0.5,-0.006250000000000533,-5.273559366969494e-16,6.072916666666667,6.066666666666666,23,-2,0,0,0,0,0,3,-8,-8,False,16,0.0,1,False,best_rejected_stop,marginal_utility_negative,15,8-8-8-8-6-6,187,20,"{""EF1"": 1, ""EF2"": 5, ""EF3"": 6, ""EF4"": 5, ""EF5"": 9, ""SL5"": 2, ""SL6"": 4, ""SL7"": 3, ""Seuil3"": 6, ""Seuil4"": 5}",delta_fatigue_term,0.246875,0.48958333333333304,0.49583333333333357
17,16,5,weighted_greedy,8-8-8-8-6-6,8,-8,26,19,7,EF2,EF,2,2,8,2,0,True,,False,0.23076923076923128,0.0,-0.017187499999999994,-0.25,-0.03641826923076863,8.326672684688674e-17,5.840745192307692,5.804326923076923,21,-4,0,0,0,0,-1,2,-9,-8,False,16,0.0,1,False,best_rejected_stop,marginal_utility_negative,15,8-8-8-8-6-6,225,24,"{""EF1"": 1, ""EF2"": 5, ""EF3"": 6, ""EF4"": 7, ""EF5"": 11, ""SL5"": 2, ""SL6"": 6, ""SL7"": 3, ""Seuil3"": 6, ""Seuil4"": 7}",delta_fatigue_term,0.2135817307692313,0.4537259615384608,0.4901442307692294
18,1,3,weighted_greedy,6-6-6-6,6,0,12,4,8,EF1,EF,1,1,6,1,0,True,,False,0.25,0.0,-0.013888888888888881,-0.75,-0.5138888888888884,4.440892098500626e-16,3.0833333333333335,2.5694444444444446,5,-9,0,0,0,0,-4,0,-4,-4,False,10,0.0,1,False,best_rejected_stop,marginal_utility_negative,2,6-6-6-6,0,0,{},delta_fatigue_term,0.0787037037037037,0.49999999999999956,1.013888888888888
18,4,4,weighted_greedy,6-6-6-6,6,-4,13,12,1,EF1,EF,1,1,6,1,0,True,,False,0.23076923076923084,0.0,-0.03125,-0.25,-0.05048076923076916,0.0,4.435897435897436,4.385416666666667,13,-1,0,0,0,0,0,0,-4,-4,False,10,0.0,1,False,best_rejected_stop,marginal_utility_negative,9,6-6-6-6,27,3,"{""EF2"": 2, ""EF3"": 3, ""EF4"": 1, ""Seuil3"": 2, ""Seuil4"": 1}",delta_fatigue_term,0.19951923076923084,0.42307692307692335,0.4735576923076925
